SKU,color,size�,Main Product Title,Variant Compare At Price,Variant Price,Variant Inventory Qty,Image Src
pure-organza-handloom-banarasi-saree-22,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2873.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2778.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2874.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2872.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2777.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2776.jpg?v=1694105435|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2779.jpg?v=1694105432
pure-organza-handloom-banarasi-saree-21,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2869.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2787.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2870.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2868.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2781.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2780.jpg?v=1694105330|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2788.jpg?v=1694105326
pure-organza-handloom-banarasi-saree-20,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2864.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2794.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2866.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2865.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2792.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2791.jpg?v=1694105250|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2795.jpg?v=1694105247
pure-organza-handloom-banarasi-saree-19,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2850.jpg?v=1694105122|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2812.jpg?v=1694105753|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2849.jpg?v=1694105753|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2852.jpg?v=1694105122|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2811.jpg?v=1694105122|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2810.jpg?v=1694105121|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2813.jpg?v=1694105121
pure-organza-handloom-banarasi-saree-18,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2856.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2804.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2858.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2857.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2802.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2803.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2805.jpg?v=1694104492|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2802.jpg?v=1694104475
pure-organza-handloom-banarasi-saree-17,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2841.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2819.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2842.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2840.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2820.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2822.jpg?v=1694104396|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2823.jpg?v=1694104396
of-pure-organza-handloom-banarasi-saree,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2835.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2828.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2836.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2834.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2829.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2830.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2833.jpg?v=1694103767|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2828.jpg?v=1694103754
pure-organza-handloom-banarasi-saree-16,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2838.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2826.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2839.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2837.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2825.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2824.jpg?v=1694103597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2827.jpg?v=1694103596
pure-organza-handloom-banarasi-saree-15,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2847.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2814.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2848.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2845.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2815.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2816.jpg?v=1694103477|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2817.jpg?v=1694103477
pure-organza-handloom-banarasi-saree-14,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2861.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2863.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2860.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2796.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2801.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2799.jpg?v=1694103070|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2797.jpg?v=1694103070
pure-organza-handloom-banarasi-saree-13,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2853.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2808.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2855.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2854.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2807.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2806.jpg?v=1694102013|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2809.jpg?v=1694102009
pure-organza-handloom-banarasi-saree-with-silver-and-gold-stripe,Default,MEDIUM,Pure Organza Handloom Banarasi Saree with Silver and Gold Stripe,32999,14499,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2969.jpg?v=1694101400|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2974.jpg?v=1694101400|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2971.jpg?v=1694101400|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2968.jpg?v=1694101400
pure-organza-handloom-banarasi-saree-12,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2935_9a94eaff-e3e0-4e8a-9c77-83c0c0de35fd.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2941_0cf84b5d-b893-4746-9a89-514b4cfa096d.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2936_fdc5ee68-d6f8-44b6-a0e9-13d76878382b.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2934_5e927f79-9989-4ec4-af10-8c4d96f5c85b.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2939_6b6adcc2-f21f-4b90-8e6e-0151f83be880.jpg?v=1694097934|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2981_090e7b51-e1ca-4ae6-ac2c-4fb93ced74a2.jpg?v=1694097915
pure-organza-handloom-banarasi-saree-12,Default,MEDIUM,Pure Organza Handloom Banarasi Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2935_9a94eaff-e3e0-4e8a-9c77-83c0c0de35fd.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2941_0cf84b5d-b893-4746-9a89-514b4cfa096d.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2936_fdc5ee68-d6f8-44b6-a0e9-13d76878382b.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2934_5e927f79-9989-4ec4-af10-8c4d96f5c85b.jpg?v=1694097935|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2939_6b6adcc2-f21f-4b90-8e6e-0151f83be880.jpg?v=1694097934|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2981_090e7b51-e1ca-4ae6-ac2c-4fb93ced74a2.jpg?v=1694097915
pure-organza-banarasi-handloom-saree-4,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3589.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3575.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3591.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3590.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3574.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3573.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2247_JPG.jpg?v=1694097088
pure-organza-banarasi-handloom-saree-4,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3589.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3575.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3591.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3590.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3574.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3573.jpg?v=1694097064|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2247_JPG.jpg?v=1694097088
pure-organza-banarasi-handloom-saree-3,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3595.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3553.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3597.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3596.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3552.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3549.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3546.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3545.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3550.jpg?v=1694095980|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2227_JPG.jpg?v=1694096598|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2241_JPG.jpg?v=1694096626
pure-organza-banarasi-handloom-saree-3,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3595.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3553.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3597.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3596.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3552.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3549.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3546.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3545.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3550.jpg?v=1694095980|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2227_JPG.jpg?v=1694096598|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2241_JPG.jpg?v=1694096626
pure-organza-banarasi-handloom-saree-3,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3595.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3553.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3597.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3596.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3552.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3549.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3546.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3545.jpg?v=1694095983|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3550.jpg?v=1694095980|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2227_JPG.jpg?v=1694096598|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2241_JPG.jpg?v=1694096626
pure-organza-banarasi-handloom-saree-2,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3592.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3568.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3594.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3593.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3566.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3564.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3558.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3555.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3565.jpg?v=1694094691|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2237_JPG.jpg?v=1694095528|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2223_JPG.jpg?v=1694095573
pure-organza-banarasi-handloom-saree-2,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3592.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3568.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3594.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3593.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3566.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3564.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3558.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3555.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3565.jpg?v=1694094691|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2237_JPG.jpg?v=1694095528|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2223_JPG.jpg?v=1694095573
pure-organza-banarasi-handloom-saree-2,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,0,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3592.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3568.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3594.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3593.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3566.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3564.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3558.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3555.jpg?v=1694094702|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3565.jpg?v=1694094691|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2237_JPG.jpg?v=1694095528|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_2223_JPG.jpg?v=1694095573
pure-organza-banarasi-handloom-saree-1,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3579.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3543.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3581.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3582.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3536_JPG.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3538_JPG.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3540_JPG.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3541.jpg?v=1693931339|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3544.jpg?v=1693931339
pure-organza-banarasi-handloom-saree,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3583.jpg?v=1693931148|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3533.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3584.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3585.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3569.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3571.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3572.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3532.jpg?v=1693931148|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3534_JPG.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_3523.jpg?v=1693931190
pure-organza-banarasi-handloom-saree,Default,MEDIUM,Pure Organza Banarasi Handloom Saree,32999,14999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3583.jpg?v=1693931148|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3533.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3584.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3585.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3569.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3571.jpg?v=1693931147|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3572.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3532.jpg?v=1693931148|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3534_JPG.jpg?v=1693931149|https://cdn.shopify.com/s/files/1/0778/6181/4564/products/IMG_3523.jpg?v=1693931190
organza-banarasi-handloom-saree-with-satan-border,Default,MEDIUM,Organza Banarasi Handloom Saree with Satin Border,30999,13999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3353_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3309_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3355_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3354_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3312_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3307_JPG.jpg?v=1693820361|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3305_JPG.jpg?v=1693820361
pure-organza-banarasi-handloom-saree-with-satan-border-1,Default,MEDIUM,Pure Organza Banarasi Handloom Saree with Satin Border,30999,13999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3258_JPG.jpg?v=1693820236|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3300_JPG.jpg?v=1693820256|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3259_JPG.jpg?v=1693820256|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3260_JPG.jpg?v=1693820256|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3298_JPG.jpg?v=1693820256|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3304_JPG.jpg?v=1693820256|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3303-Recovered.jpg?v=1693820256
pure-organza-banarasi-handloom-saree-with-satan-border,Default,MEDIUM,Pure Organza Banarasi Handloom Saree with Satin Border,30999,13999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3253_JPG_424e3160-c80f-4576-9a3b-e60b4464b2a8.jpg?v=1693820086|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3293_JPG.jpg?v=1693820085|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3254_JPG.jpg?v=1693820086|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3255_JPG.jpg?v=1693820086|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3253_JPG.jpg?v=1693820086|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3290_JPG.jpg?v=1693820085|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3288_JPG.jpg?v=1693820087
pure-organza-satan-buta-handloom-banarasi-saree-1,Default,MEDIUM,Pure Organza Satin Buta Handloom Banarasi Saree,40999,18999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3749.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3636.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3750.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3751.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3633.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3631.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3632.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3634.jpg?v=1693669773|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3630.jpg?v=1693669773
pure-organza-handloom-banarasi-saree-11,Default,MEDIUM,Pure Organza Satin Buta Handloom Banarasi Saree,40999,18999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3744.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3645.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3746.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3745.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3660.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3643.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3638.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3641.jpg?v=1693666709|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3639.jpg?v=1693666709
